text_akhir,polarity_score,polarity
oy mihoyo ngespin x setega mihoyo sahur tidur menguli dikecewakan hasilnya semangat bang mihoyo,3,positive
bagus tpi laptop meledakkkkkkkkkkkkkkk,-2,negative
bener komenan orgga selesai cumn smpai aj gagalx dicoba ttp gagalsebaiknx jgn dicoba buang kouta,2,positive
game bagus yg hpnya kentang maksa main,-5,negative
anjing gua nunguin jam mainin pembaharuan sistem mulu ajak ribut hah,-11,negative
blom nyoba sihtapi liat youtube bagus kasih aja,1,positive
mencoba instalkayanya serusoal besarnya data gamasalhsmoga aja baguss menarik,-2,negative
honkai impact rd karakter lakilaki dimainkan,0,neutral
nge game lupa kwajiban sbagai umat muslim,6,positive
peringatan game mendukung hp kentangcktapi game beast bagus banget,3,positive
g bs dibuka kl tbuka g paham ngabisin pulsa doang g mending main yg,-4,negative
gem seruh barusan donload langsung seruh gem inih,3,positive
game bagus kali mntpkli mantap kali,5,positive
download gamenya backgroud gb loading screen yg,0,neutral
download dalemnya ditaruk dikartu sd penuh internal,0,neutral
topup masuk kemarin malam tunggu,-5,negative
mudahkan pemain veteran cristal scara gratis,1,positive
bagus puas cuman susah naikin level aja,-1,negative
min nggk opsi pvp min biar seru gk lawan npc aja,-4,negative
game anjing download error tai buang buang,-18,negative
menyenangkan bermain game full battle control gacha hoki hokian,3,positive
lumayanyg bilang lahapa lahitu hp gembel hp esia hidayah,-5,negative
gem yabagus mendownload yabisa cepet,2,positive
main akun hilang terkait goggle play,-4,negative
baguss tp tolong tambahin avatar boys donkk klo kolep anime hehehe,1,positive
nanyaini game support hp redmi pro kgk,3,positive
honkai impact updatekok google play store,0,neutral
gw download kekny tpi ko kasih rat yh,1,positive
suruh update tp gk updatetan nye gk jls,-2,negative
please ubah foto gambar game honkai impact kiana herscher finality udah berkembang,1,positive
terimakasih karna game dibolehin top mama,16,positive
bagus gk download cg event kongmin,-2,negative
game mantab nih bosen maininnya,-2,negative
game bagus grafik chackter pegang ᵔ ʖ ᵔ,-2,negative
gua downloan game gua tau main,-8,negative
maafkan note terpaksa mengunduh semoga kmu kuat,-8,negative
game kontolgw saranin downloadmau ram hp main game,4,positive
masak habis update disuruh download ulang gb lu harga kuota murah,0,neutral
min buatin open world game sebelah donk buatin tombol loncat terbang,-5,negative
jaringan jelek sing gacha ampas,-4,negative
kalu download game,2,positive
halo maintance kh udh gk bsa msk tolong infonya,2,positive
game best banget recomended pokonya,1,positive
gane belajar mulung benarn,3,positive
grafis memukau pake helio p fps kanan,3,positive
game bagus gk mainin karna hp kentang,-2,negative
loadingnya lho mihoyo udah tunggu berjamjam kesel banget,-5,negative
download nyesel geme buriq jaman,-7,negative
sanggup gw login aja perbarui pengaturan bye mihoyo,0,neutral
jelek banget developer bercandanya akun gua udah kaitin akun googleplay ilang gimana susah susah nyari matrialnya tau ah hoyoverse,-24,negative
download ulang mulu udah selesai dikata kuota murah,-2,negative
alhamdulillah download game honkai impact terima kasih,10,positive
tolong aplikasinya nggak instal yahh,-1,negative
keren segi grafis udah lumayan charnya cute kali honkai impact terrbbaaiiikkk,-1,negative
game terbaik game milih game seru banget,10,positive
game bagus wibu bau bawang,-4,negative
gg game good game seru banget dah sumpah gua kasih bintang,5,positive
gem mantep download suka,2,positive
fandom genshin rating honkai berharap genshin nyusul honkai,1,positive
suka game tambahin charakte cowo,4,positive
akun aja gacha gk rank rank top player aja yg,7,positive
hp udah gk sanggup ngikutin ukuran gameny rindu honkai,-1,negative
terima kasih bantuan respon cepat mihoyo akun,5,positive
okelah mantap nih game btw banyakin efent fp v,7,positive
udah hpnya kentang goblok klo dimainin udah goblok maksa,-15,negative
instalan game main gb,2,positive
oh mihoyo nih game tembus gb storage,5,positive
gajelas update pengaturan,0,neutral
download yg download ge bgt,0,neutral
spiral qsingularis susah susah gua dah stuck sinfull,-12,negative
rating stars gw balikin kem b tanggapan dev bagus update ps dah muncul,-4,negative
assiyap janda kugame seru sihtapi seru mantap kali yakan assiyap janda,5,positive
dah dah download dah suruh instal ajg emg,-12,negative
mantep bet ni game klo hp kentang jngan maen,5,positive
moga dwonlod game bagus lohhh,1,positive
kasih bintang bagus ntar tmbahin lagimoga gams bagus,-3,negative
bagus apdet,-2,negative
game taikudah hbs kuota tau tau nggak dimainkan,-10,negative
sayaa download nih ragu² pengisian staminya,0,neutral
game bagus perbanyak event,0,neutral
aplikasi cocok yg suka wibu download aplikasi ok,-1,negative
developer nanyafull size brp yamau download soalnyad,1,positive
bagus v bikin entengan gitu,-2,negative
loading lamaaa pakeee banget gausah download game gameee burik darilada epep,-1,negative
grafis bagoos updatenya anjay gb,-3,negative
susah bermain gmn bermain ajarin,-3,negative
game bangke kebanyakan download aja main dah habis gb anjing emang,-2,negative
hapus cache aplikasi dihapus aja nggak,-8,negative
gacha karakter teralu mahalkemunggkinan dapetnya udah cape php mulu hird,-7,negative
assalamualaikum mihoyo mohon maaf nih download lola,2,positive
gua kasih bintang kalo game bagus w kasih bintang boong hiya hiya hiya,-5,negative
loadingnya bet dah nunggunya ngabisin,-3,negative
buset dah honkai lebuh gb kalo tau gitu males gua downloadnya,-14,negative
game instal habis kuota gua download game saran gua jgn download game buang kuota aj,-8,negative
download jam cuman game buruk aja experience,-2,negative
admin tolong tambahin karakter lakinya donkcewek njir karakternya,-2,negative
login dipersulit,0,neutral
game burik boong yayhahahaya hayyu paleaple,-2,negative
keren bngt nih game nggk nyesel gw download mantul,-3,negative
game babi udah nunggu tulisan server perbaiki babi bai,-5,negative
pas nunggu stengah jam udah ngulang donload,4,positive
sumpah game kali downloadnya game seru,4,positive
bintang gamenya jelek bagus bintang,-7,negative
theresa kostum bikini kostum pantai pakai celana gemes rela gajian ilang rb skin bikini theresa skin bikini mobius gpp,-4,negative
himeko versi herscher bangdi edo tensei aja ilham,1,positive
dimana update versi barunya login update versi,0,neutral
udah sabar nungguin download udah kasih bintang maaf,4,positive
suka game pokoknya suka sekaliiiiiiiiii,3,positive
mu msuk susah lowdingny jga lma mohon diperbaiki lgi,-3,negative
blm main isinya update trus lamajangan download rugi kwota rugi,-10,negative
abang tukang cendol jalan tol megang koncikonci kamar mandi kamar mandi wedokcewek megang peyekpeyek wak ucok sanglah cocok bikin kopiiiiikopi pinggir laut bulu blu bulu jempol sekian makasih,3,positive
game bagus kataku bagus genshin,-2,negative
kumohonpengen pensi gamenya ngasih reward gede mulukapan kontrak perbudakan,1,positive
game bagus sayangnya korban gacha kristal,-6,negative
nge stack memuat data gameplaynya,-3,negative
well pembaruan sistem gk jls diselesaikan thx banget ai chan uwu,1,positive
game bagus kerana bagus sstu bintang,-2,negative
terimakasih game,7,positive
game bagus comen negatif hp burik,0,neutral
akun gw ilang login akun eh ngulang kecewa,-5,negative
gamenya seru karakternya lucu uwu,1,positive
gamenya download pakai wifi,0,neutral
maap nii donlod trus disuruh nunggu donlod data emg kesalahansampe masi masuk,-11,negative
tolong tambahkan karakter laki lakinya cuman karakter wanita,1,positive
gem bagus gerapik suka gem,0,neutral
bagus banget ni game ydah mkasih yh yng udah buattin gem,1,positive
seru memori penuh dasar game anj,2,positive
game lancar hp anebagusbagus aja,5,positive
kuota gua abis gb download game siapin kuota wifi download,-6,negative
stress memperbarui pengaturan mulu kemaren mlm jam pagi jam jam mlm kuota gw habisss anj,-8,negative
kemren mihoyo main genshin tolong kurangin gb minimal gb makasih,2,positive
kurangin datanya banget sampe gb muat hp,1,positive
nggak move gamr tergarami tergarami,-2,negative
bintang gara gara event spend muncul versi kristal sisa dikit,-18,negative
ram gb nyimakga papa lagyg mainlvl gua sekaarng awkkokom,-3,negative
masuk game disuruh update google play google play update piye,-6,negative
ditinggal bentar download ulang,-4,negative
dahlahh malas cari game play store game play store download coba dah malas,-9,negative
ceritanya bagus depresiterimakasih honkai,0,neutral
gan emang dalamnya download gb,0,neutral
game babi jg maen ehh log eror jls bgt lu mo nguras kuota gamer auto delete game babi anjing,-14,negative
lumayan bagus game ngerti ucapkan,-1,negative
kasih karna loading oiya pake hp bunda,-1,negative
lumayan seru gan bintangnya kasih bintangnya,0,neutral
blm jg kebuka apknya udh disuruh update gmn,-2,negative
tolong utdate cupaya mabarr seru,1,positive
bagus game kecewa hilang akun,-1,negative
min interaksi valkrienya ngebug diganti ama touch,1,positive
game udah bagus kendala mosok update pengaturan muluk udah data udah download memperbarui pengaturan berulangkali pas pagi doang download tolong min gimana,-1,negative
unduh eh pas dibuka suruh unduh mb main tolol,-4,negative
hey admin mendownload update terbaru,4,positive
mantap jiwa game cewek hahaha,7,positive
mantap ade karakter cowox ny,5,positive
bagus cobaannya umur nama kimi dipangil kimi chan,0,neutral
game jelektapi bokong game bagus,2,positive
bermain bermain unistall,0,neutral
comment gua ama gamenya best banget pokoknyayg simpel simpel aja,5,positive
keren penggunaan penyimpanannya banya tpi game terseru,3,positive
bintang gemenya mainkah lodingnya,0,neutral
udh download nunggu ehh download,1,positive
wow senang banget main honkai impact seneng bangettt,6,positive
gue saran bgi yng hp ram kek gue mending ngak ush main bru loading aja udh mental,-1,negative
geca ampas mulu semoga game berjalan permainan event,0,neutral
semoga fitur pvp ranked hadir game seru,1,positive
pake staminastamina unlimit,0,neutral
ayo download sepuh game honkai impact,4,positive
bara wibu tobatlah mendownload permainan sesat mari download apk yanex seru nulis pengajian,-2,negative
gk duel player,-4,negative
aichansemoga kedepannya ditambah fitur pvp mengurangi bosan kapten,0,neutral
baikin games loading ihh ngebelin milip cwek,-5,negative
nice gamegabisa komen weabuuu bangett,2,positive
game bagus ep ep udah buriq pelit,-1,negative
game bagus event membosankan opini,-3,negative
aichan maaf mengkritik kemarin salah item semoga beruntung besok,-5,negative
developers saran tolong update pikir lucu update tolong dengarkan keluhan,-2,negative
kak game bagus banget beneran ta kak,1,positive
dear mihoyo game yg gensi bisain ghensin impack biar main yg trus updite kurangin,0,neutral
game buriq sumpah boong game bagus banget,-1,negative
ni game bagus banget cuman karna fandom genshin tolol game kena rate menurun kalo main ni game main aja bagus genshit,-7,negative
gw benci game setory gakbisa ngeubah jalanya cerita,-1,negative
bagus banget sering² updatelahh,-1,negative
udh download sampe gb pas memeriksa update stuck anjir koneksi internet bagus asw,-8,negative
akun gua hilang gitu aja langsung uninstal ni game,2,positive
seru banget udah matiin lampu ank buka gmbar teuacan gaduh meleot aj yg bwah mesjid yg nnti tolong titipin nafisah aj yg jam warna merah gk buka gmbar,5,positive
moonton banget ngasih hadiah anniv banget hadiah sehatselalu moonton,5,positive
update size nyakin ngebengkak drastis thun,1,positive
good gamenya good harga gamenya wkwkwk lh,16,positive
game bagus mama mama senang anak memainkan game hd game burik terima kasih mihoyo game hd,15,positive
gokilll game kepengen main truss henti nek berhenti main truss sihh,-4,negative
pindahan mobile legends nih game seru banget mobile legends,3,positive
suka gme tpi ram hpnya gk mendukung,2,positive
terima kasih ai chan sekarng logjn menggunalam fb terima kasihh ai chan merespon,8,positive
game ter tolol update stabil dikit ngulang download ulang developer bangsat,-9,negative
game gg nahan napsu xxx toel toel hadiah g nanggung mantap ni game,4,positive
udh masuk tpi download ulang,-3,negative
bang download data gb aja jgn,-2,negative
gua main melchkan karakternya wkwkwkke,-3,negative
thanks mihoyo muncul char gacha gua hoki gk ngeluarin banya xtals gacha hof thanks bgt,1,positive
min download cuman grafik hd standard,0,neutral
seru parah gwpenggemar honkai gw nich gk sabar nunggu evolusi hov update,1,positive
gemnya hd danget miauaug main dah cepetan instal hd lo gem,-3,negative
game bagus bngt hp kentang jgn main meledak,-4,negative
lancar kada fc gara gars pemberitahuan suruh membersihkan penyimpanan,-15,negative
loading hp kentang ram hp,0,neutral
gacor ni gem dri aplgi dri segi storynya higem rpg sebelah,-8,negative
abis update langsung blank hitam doang huhuu gga masuk game nyaa,-7,negative
ragu donlod kouta pikirin aja jamin seru abis ni game,-6,negative
gameplay seru fiturnya suka,2,positive
bagus mabar pulak seru jugak ni mesti download game ni,-5,negative
nagakak gue pegang tt aja ampe reset login,-3,negative
yg bilang game buka lahitu sinyal kartu kuota murahan kali hp kentang salahkan gamenya gamenya yg salah,-8,negative
berhenti loding beneran tolong perbaiki mihoyu,4,positive
update disuruh dowload ulang mihoyo,-2,negative
suka game membuatku terharu menghabiskan tisu omaigafff aponia tobrut byangin kocokin aponiachan,0,neutral
pas dimainkan nungu fidio banget,4,positive
ngeglitch gameku ngefreeze,0,neutral
game bagus gua donloat kebalik,-6,negative
wa kemapa download data bet lo sinar ko mara rama bet mata orang tunggu main kagak orang main nunggu da pakai vpn ko lemot gua tego sinjar ja kenceng perbarui,-19,negative
gamenya seru bagusgw rating bayaran,0,neutral
